enrollment_id;student_id;course_id
de23b246-caeb-435e-9e22-09c3167c0301;e61c6299-932c-4d45-9609-72505b883c82;b9b85017-19a5-4487-8de9-8363e2ae48e2
222d57f2-e5cb-4a57-a8de-0605fb15a09d;e61c6299-932c-4d45-9609-72505b883c82;db9f9848-24d5-4db7-9943-9ce679ccc165
252d0622-c3b3-4a72-929e-b095ad29d9b7;b51dfd22-8452-46a5-9563-d226bb93a871;fa868757-fbc2-4921-86c7-781c49e0beb6
09938647-42d7-4408-bccc-04dab54ef81a;b51dfd22-8452-46a5-9563-d226bb93a871;335a14f7-2c06-4b4a-8785-880bccc009a0
050825b6-7e89-4018-b736-7b34e39cbafa;7db6b095-0422-4d3d-83cb-7f61f4c36307;fca86a06-40df-48a5-9bca-cea0ed3f687e
d11db4a2-ff7b-4a13-b1a7-5d64f36b63e0;7db6b095-0422-4d3d-83cb-7f61f4c36307;c88ab057-3a90-41ee-afba-7b8d3b65d586
becf1bd9-b9aa-46d3-8dcc-e82223ef8be9;7db6b095-0422-4d3d-83cb-7f61f4c36307;67526ee1-75e8-401f-9fb6-5ccdd73d92d7
ba630494-57cd-4667-835d-3e9959c13e9b;7db6b095-0422-4d3d-83cb-7f61f4c36307;c976662d-0c2f-4940-bb61-f9d7e6ba08ef
fdb97073-327c-491b-b861-6c3721b49243;962b7e1a-edd9-44e3-8cdd-980647b694da;ee86ebe4-1b46-4d5a-a5ee-d3fa7c5706ce
7a86e258-24e3-4174-abce-52bc066ffc14;962b7e1a-edd9-44e3-8cdd-980647b694da;28b67ea8-7b6b-4742-878f-3a9b58d6cf77
2020a953-c5f3-4428-8b50-895bfbe07af9;70321138-e1a3-4314-b54a-d5bb2e7e45e8;028bd985-fc2c-4479-a0ee-e7e491cde53f
9d87047a-a67b-491b-9380-0f9cebb56492;70321138-e1a3-4314-b54a-d5bb2e7e45e8;9139845b-08d6-44b4-8781-4f7c30007521
e4e35777-e3bb-4689-9bdd-bf3a487edcc7;70321138-e1a3-4314-b54a-d5bb2e7e45e8;e28dc1fc-876c-47ec-af58-097ace2d7293
13b02e80-41ac-46a8-b235-eb422cecfe5f;70321138-e1a3-4314-b54a-d5bb2e7e45e8;b7799784-1eb3-467b-9940-86025d4551d3
90604e46-b6fb-4313-843d-9f082e3ad945;5f6264ce-00cb-4e1f-8c57-4983c7eb7c06;b435ce14-66fb-41c5-9983-2a37992292f1
b74802f8-4707-4871-8ec9-0fd81aacfcbe;5f6264ce-00cb-4e1f-8c57-4983c7eb7c06;0f91ba0e-f4d8-43e1-ad87-cd4407bfc74e
f4ea8de8-5bc7-403c-b338-f3045b793245;5f6264ce-00cb-4e1f-8c57-4983c7eb7c06;af9fc070-baeb-478b-8f5f-0efddf80bfae
905ce723-b466-4df5-859f-fbcd616ed71e;0eecae1c-c34d-4366-8c98-7119d0fe3dd6;61c6ffc1-a7e0-4d8e-98b1-a03566bced09
62108ea6-0166-4738-a284-ee3e887d59fe;0eecae1c-c34d-4366-8c98-7119d0fe3dd6;eeaa68ee-4b28-462b-9e44-0a4b32333753
d3243c48-03ff-4c8b-af70-3fedbfae5927;0eecae1c-c34d-4366-8c98-7119d0fe3dd6;b1918ead-8ba4-48ef-a8ea-0938106e4420
c5e0073a-f198-4d31-b2a7-a996212dbb8b;8227407e-9d9f-4adb-8952-0a93bdcd7c37;ab51e00a-ec9c-4b09-8547-780aa6c7f8c6
435618d5-09fa-4cdf-90ec-29112939d980;9cdb2ca2-dbc6-42a9-8e3b-494aef5f68f7;c0687753-5c2d-428c-bc65-d0b9c1935e23
f2513dc2-5337-4ae3-9492-9c39f59abb85;9cdb2ca2-dbc6-42a9-8e3b-494aef5f68f7;74a8766e-5257-4481-8392-4b520c5c46cc
fed079e9-9c0d-44f2-bec9-3cddf35badf0;9cdb2ca2-dbc6-42a9-8e3b-494aef5f68f7;bf10fed5-3431-48bb-aaf2-6da7991603f9
873168c3-1d48-4a3b-a7ae-e1a63bbb8025;9cdb2ca2-dbc6-42a9-8e3b-494aef5f68f7;6d72f477-b2d4-4431-ba2f-3e5d0b2a1e83
6fa50680-43a3-4ca4-ade4-a83666939ba2;d3183a26-ad00-48e8-b925-3b53d204ad81;6c40395b-72c4-486e-b885-95f30a426936
84d5732c-2d20-43dd-b23f-e5772dcb2646;d3183a26-ad00-48e8-b925-3b53d204ad81;6c14c3e5-5191-4423-b57a-e4a97e9b8f15
3454c1ad-50b8-4452-8f5c-472da75faeda;1f67a404-281d-4323-8177-99442af702a6;970e45f1-65e4-486d-9159-08ed658d3f9a
5aa5f4dd-9163-4630-9c4e-a566f46d52ce;1f67a404-281d-4323-8177-99442af702a6;27db4a4b-e11b-448b-878c-2209c1eb444b
1d0f2c97-dcdd-4ad7-bd63-c3e65a3e5e5a;a892ac0d-7578-440b-a734-b3eeebd3e3e2;e0f3a8ae-9700-4a5f-a841-4910adb0b24c
403ac93a-07d4-4e39-a54f-c748b18a39c8;60468337-2493-4327-9dc5-c5565bc28a09;af9fc070-baeb-478b-8f5f-0efddf80bfae
34aeb31f-695a-4593-98af-9585a1b856dc;60468337-2493-4327-9dc5-c5565bc28a09;5dd25eb0-8150-40b0-9c97-b799262ec1dd
0a435067-bc27-4907-9749-46bdb156d981;60468337-2493-4327-9dc5-c5565bc28a09;9139845b-08d6-44b4-8781-4f7c30007521
7472e440-221c-4821-b69d-8c5fd1972a49;d20eb9e0-f6ae-4297-8703-0fdb5625d62a;77dde167-69c8-454d-b43a-06eb2479dc83
b9ff7ef2-af0c-4e70-804c-90c1096ac8d5;d20eb9e0-f6ae-4297-8703-0fdb5625d62a;8b21d7b3-d456-4296-933c-651e714eb6aa
24137a20-4559-4c0f-a0e1-3efc900b2171;d20eb9e0-f6ae-4297-8703-0fdb5625d62a;1b5199ab-ddc6-4528-902d-bd55a95b0b85
618ad121-8599-4c38-be20-1fa2455cd390;d20eb9e0-f6ae-4297-8703-0fdb5625d62a;8dad6351-55a7-4373-a3d1-5fee89257532
8fae2f99-cdc2-429a-af54-01ea414e6de2;28bc7bb9-e6d3-4984-b246-df1991a22167;29afcf3a-a2ab-4db0-a4af-b9165afbd194
a27bcd0e-a690-40a9-b6e4-48b2638e165d;28bc7bb9-e6d3-4984-b246-df1991a22167;b435ce14-66fb-41c5-9983-2a37992292f1
32012952-6190-4c86-94c9-eddb15f14f6e;28bc7bb9-e6d3-4984-b246-df1991a22167;7919b83b-3607-463b-af8d-18dfb40fc164
a6a62608-e6db-49a4-972f-8d240a179cc8;28bc7bb9-e6d3-4984-b246-df1991a22167;c52c9ed6-4f28-4058-abbf-4eefbd98703b
a4a64b04-d29e-4992-bb77-d716169ab7b6;b088e7c6-95b1-4f08-96d6-9f4fc986afd4;224c09d9-5077-4faa-baab-56ef4f628f9d
09b7e9a1-3b60-466b-84b6-c226f6568b56;b088e7c6-95b1-4f08-96d6-9f4fc986afd4;9629f0ce-3093-4a7a-b548-8b99f944db69
d064a49f-6877-4467-be18-d4c986a507b3;b088e7c6-95b1-4f08-96d6-9f4fc986afd4;7ceb2317-f43e-47b5-9d5e-0d0e000dbe95
a48879a6-1660-4ed1-b2a5-8281c6155473;091ce0c6-6186-46e9-940d-f3253c1d26ec;203f3afe-d232-4bfa-81da-252af1e017b0
ddfc4ecd-deac-4ea4-bca5-578efff6ba49;091ce0c6-6186-46e9-940d-f3253c1d26ec;8aa9766b-a8fd-4176-999a-13b9829c9256
0993e744-4f2d-4dce-87c2-6c39f81c3a38;091ce0c6-6186-46e9-940d-f3253c1d26ec;91c69a58-0db0-4274-939a-41fbda23e61c
d881fb86-a6d2-48ea-93db-cc9de14e3510;091ce0c6-6186-46e9-940d-f3253c1d26ec;1e798170-21be-4b91-a9d3-76ba81b26a8d
4dcf0954-f5fb-49b3-94b4-5dea8f8c5443;b9cdcf2d-3bcb-40d4-bd5b-9232e87b5072;fe876cb5-cdce-4e9e-a622-ac7906575a39
7033b67f-aadc-4aaf-8e22-091a50552bf5;b9cdcf2d-3bcb-40d4-bd5b-9232e87b5072;1b28aa47-d5cd-4eb1-9988-cd3f9f9e4c09
8da2b0bc-2f81-4e59-b258-bb16a69991b2;b9cdcf2d-3bcb-40d4-bd5b-9232e87b5072;cae71fdd-c445-4736-8b42-0b738c2f5992
65f43789-46c8-4ff0-afc9-364492910d20;b9cdcf2d-3bcb-40d4-bd5b-9232e87b5072;c6f2bbdc-3b95-4ce0-b7a7-6c7e0b78f707
cf1fee15-0af1-4555-902b-d6704bd300b5;1e5bb5b4-42c0-4bfa-84f0-9f97dc6bbc05;88904a3b-9bbe-4b68-857f-6f9a9a380d12
2437e80f-1656-4f29-b70c-8f92a21e7d55;1e5bb5b4-42c0-4bfa-84f0-9f97dc6bbc05;f53be254-e413-4caa-bd3b-9f56b9ef2fa7
a9ad2a73-0496-4ea7-80da-34af058369ae;1e5bb5b4-42c0-4bfa-84f0-9f97dc6bbc05;0a9e7154-b98f-4f8c-b20e-1fa27e5db88c
589aa6c1-172d-45d3-b67e-6b74c8977206;ef08ae52-6d37-43c6-9a5e-26184f27be71;7aade021-efe0-4a0c-8ba5-280a83630a0d
e04a3bdf-86d2-4168-b69d-bf16bc3cb032;df644a1c-9288-4edb-99fd-632c8a4769b7;50b1dd14-8e0f-4404-bfe2-fa1e6ab93a3b
2a8c648e-34ce-4169-85d2-9802a1b70cb2;98bb1657-e029-4dd4-9cc1-dec50791d944;428f649f-41c0-4075-9602-41a527a13380
fef26079-2454-49ba-ab46-2221efcd4b91;98bb1657-e029-4dd4-9cc1-dec50791d944;b53a8d22-20ff-4dba-a579-b6c1b77a8ca0
8e03d6b9-c1b6-4a0e-84a9-f74ac4c3c40e;98bb1657-e029-4dd4-9cc1-dec50791d944;0f91ba0e-f4d8-43e1-ad87-cd4407bfc74e
6f95387e-9249-4498-84fd-031b7e0fa2c1;54795bbc-bc73-4229-9b93-f377297cf028;f6f28be6-0d58-4c2a-8066-13e386ad74f5
131c18cc-eb4b-4a9b-b45e-e180f938e931;7218a860-84b9-4554-872a-e7b18c7a49f3;7d34cc89-628c-454e-abff-309fc408588e
