enrollment_id;student_id;course_id
5934fc96-9f9c-4526-ad88-46197fe4a8bd;e61c6299-932c-4d45-9609-72505b883c82;49f18508-309f-416a-a052-4131c88527eb
7062594e-4a3b-4893-ad0a-7cf36516268f;b51dfd22-8452-46a5-9563-d226bb93a871;0e84e130-0c4e-47ad-b5b3-f23dd5c4686f
88533415-e37d-4f5d-b82c-ca1818864e34;7db6b095-0422-4d3d-83cb-7f61f4c36307;a5ee42b1-0b97-4e06-8cde-719a25aaf643
2f093324-19d2-407b-b775-75679f13acbd;7db6b095-0422-4d3d-83cb-7f61f4c36307;10b578f2-e0a9-4dd7-a969-b65fd0b006e5
24972400-244a-45ac-9cd4-bdceca28437d;7db6b095-0422-4d3d-83cb-7f61f4c36307;2fa30c58-1c3f-470c-bc36-ed307a5e58f5
8a5062b7-15fa-4403-b41d-cb223ea4a50c;962b7e1a-edd9-44e3-8cdd-980647b694da;1c26a497-f5fc-49a7-8dc1-1181b2905322
1c1bf968-9e0f-471a-8f2f-c72abe2230c0;70321138-e1a3-4314-b54a-d5bb2e7e45e8;3386b794-a165-49b4-82ea-f995873b5e6d
40c05e13-e4cf-4f90-88bb-1c095b62b508;70321138-e1a3-4314-b54a-d5bb2e7e45e8;acc135ed-e6f1-46ab-8b89-9b2ea0822fd8
6a74264b-bfcd-4b93-9f87-265e6aedb053;70321138-e1a3-4314-b54a-d5bb2e7e45e8;60116dca-2d8b-4dec-8138-2563a5f7f5de
4be7534e-a695-4e8f-8140-60a167208de0;70321138-e1a3-4314-b54a-d5bb2e7e45e8;2e606aae-f949-46c5-a26b-8f2e6b9e98a1
83c069e2-c9fc-4776-a6ac-3ec85efd5355;5f6264ce-00cb-4e1f-8c57-4983c7eb7c06;40e30d02-40b3-40fd-b6c3-26450e12b352
beebb687-3934-48e6-a78c-55120e31c63b;5f6264ce-00cb-4e1f-8c57-4983c7eb7c06;40ab3df5-299b-40fd-abba-eedaeb8c9c09
f6361818-cb7c-4284-b188-108fbcf1fe06;5f6264ce-00cb-4e1f-8c57-4983c7eb7c06;4fb2bcde-a3eb-4126-a0ac-bbbe1fc46b4d
9282223c-a2a9-4e7e-b1e3-1712be19dff5;0eecae1c-c34d-4366-8c98-7119d0fe3dd6;31832727-4cc7-46d5-a7f4-67fe030d9b9e
92eab416-5c56-4ce2-b9a6-4d3abd621cfe;8227407e-9d9f-4adb-8952-0a93bdcd7c37;db3ed48f-39db-42c2-b6d0-4da78021fb4a
08719648-e608-4068-8307-45002dcc4fe1;8227407e-9d9f-4adb-8952-0a93bdcd7c37;9a49ecac-0cb5-435c-bdad-4747d4a8e270
f9986614-baef-44db-95b0-841451d5feee;8227407e-9d9f-4adb-8952-0a93bdcd7c37;f1da1e1f-8a80-49b5-af0a-94e7f0211321
db1ad7e0-ed1d-4622-b758-89d43dc92951;8227407e-9d9f-4adb-8952-0a93bdcd7c37;a5ee42b1-0b97-4e06-8cde-719a25aaf643
296fdaf2-4a9d-4384-be97-295c6ae4c9ba;9cdb2ca2-dbc6-42a9-8e3b-494aef5f68f7;0de4cfe1-bfde-4a08-86e4-2dba8b53ce9f
48dad493-cf61-4df3-b2be-375ad8b6ed80;9cdb2ca2-dbc6-42a9-8e3b-494aef5f68f7;2e606aae-f949-46c5-a26b-8f2e6b9e98a1
a732a96e-78b1-4ac3-b6ee-78669c15d328;9cdb2ca2-dbc6-42a9-8e3b-494aef5f68f7;6c14c3e5-5191-4423-b57a-e4a97e9b8f15
659cd460-483d-4315-98ea-d307b9dcfd60;9cdb2ca2-dbc6-42a9-8e3b-494aef5f68f7;e166c7eb-1062-480c-8221-3e6eccc0cf2a
12e2ab9c-96c9-434c-961b-5e9334c395f5;d3183a26-ad00-48e8-b925-3b53d204ad81;60116dca-2d8b-4dec-8138-2563a5f7f5de
